index,enhedsnummer,cvrnummer,eventtype,attribute,gyldigfra,gyldigtil
0,505299,86299410,navn,732519,1979-05-07,2011-10-31
1,505299,86299410,penhed,1002743637,1979-05-07,2011-10-31
2,505299,86299410,virksomhedsstatus,1,1979-05-07,2011-06-21
3,505299,86299410,virksomhedsstatus,9,2011-06-22,2011-10-30
4,505299,86299410,virksomhedsstatus,11,2011-10-31,2011-10-31
5,505299,86299410,virksomhedsform,60,1979-05-07,2011-10-31
6,505299,86299410,hovedbranche,439990,2008-01-01,2011-10-31
7,505299,86299410,hovedbranche,455000,1979-05-07,2007-12-31
8,505299,86299410,regnummer,55814,1979-05-07,1999-10-18
9,505299,86299410,telefonnummer,553508,2007-12-14,2011-10-31
10,508511,71312518,navn,1335385,1984-10-05,2200-01-01
11,508511,71312518,penhed,1002340305,1984-10-05,2200-01-01
12,508511,71312518,virksomhedsstatus,1,1984-10-05,2200-01-01
13,508511,71312518,virksomhedsform,60,1984-10-05,2200-01-01
14,508511,71312518,hovedbranche,411000,2012-01-01,2200-01-01
15,508511,71312518,hovedbranche,439990,2008-01-01,2011-12-31
16,508511,71312518,hovedbranche,452100,1984-10-05,2007-12-31
17,508511,71312518,bibranche1,412000,2012-01-01,2200-01-01
18,508511,71312518,bibranche1,711210,2008-01-02,2011-12-31
19,508511,71312518,bibranche1,742010,1984-10-05,2007-12-30
20,508511,71312518,regnummer,113904,1984-10-05,1999-10-18
21,508511,71312518,telefonnummer,847014,2000-01-23,2200-01-01
22,508511,71312518,elektroniskpost,847013,2000-01-23,2000-11-01
23,719644,61017313,navn,1936535,1981-11-16,2200-01-01
24,719644,61017313,penhed,1002125078,1981-11-16,2200-01-01
25,719644,61017313,penhed,1008262361,1990-05-01,1990-05-01
26,719644,61017313,virksomhedsstatus,1,1981-11-16,2200-01-01
27,719644,61017313,virksomhedsform,60,1981-11-16,2200-01-01
28,719644,61017313,hovedbranche,412000,2013-01-01,2200-01-01
29,719644,61017313,hovedbranche,439990,2008-01-01,2012-12-31
30,719644,61017313,hovedbranche,452100,1981-11-16,2007-12-31
31,719644,61017313,regnummer,155954,1981-11-16,1999-10-18
32,719644,61017313,telefonnummer,1513972,2000-01-23,2200-01-01
33,719644,61017313,telefaxnummer,1513975,2004-12-10,2200-01-01
34,1992307,15790342,navn,1523093,1991-12-30,1992-11-18
35,1992307,15790342,navn,1523094,1992-11-19,2200-01-01
36,1992307,15790342,binavn,1523095,1991-12-30,1992-11-18
37,1992307,15790342,binavn,1523096,1991-12-30,2200-01-01
38,1992307,15790342,binavn,1523097,1991-12-30,2200-01-01
39,1992307,15790342,binavn,1523098,1991-12-30,2200-01-01
40,1992307,15790342,binavn,1523099,1991-12-30,2200-01-01
41,1992307,15790342,penhed,1000979119,1991-12-30,2200-01-01
42,1992307,15790342,virksomhedsstatus,1,1991-12-30,2200-01-01
43,1992307,15790342,virksomhedsform,80,1991-12-30,2200-01-01
44,1992307,15790342,hovedbranche,439990,2008-01-01,2200-01-01
45,1992307,15790342,hovedbranche,454500,1991-12-30,2007-12-31
46,1992307,15790342,regnummer,126041,1991-12-30,1999-10-18
47,1992307,15790342,telefonnummer,1151540,2000-01-23,2002-04-23
48,1992307,15790342,telefonnummer,1151540,2002-06-21,2200-01-01
49,1992307,15790342,obligatoriskemail,1151541,2017-01-31,2200-01-01
50,2123614,11935281,navn,1409143,1988-01-01,1988-07-04
51,2123614,11935281,navn,1409144,1988-07-05,2008-04-02
52,2123614,11935281,penhed,1000301690,1988-01-01,2008-04-02
53,2123614,11935281,virksomhedsstatus,1,1988-01-01,2008-02-03
54,2123614,11935281,virksomhedsstatus,2,2008-02-04,2008-04-01
55,2123614,11935281,virksomhedsstatus,10,2008-04-02,2008-04-02
56,2123614,11935281,virksomhedsform,60,1988-01-01,2008-04-02
57,2123614,11935281,hovedbranche,439990,2008-01-01,2008-04-02
58,2123614,11935281,hovedbranche,452590,1988-01-01,2007-12-31
59,2123614,11935281,regnummer,118428,1988-01-01,1999-10-18
60,2123614,11935281,telefonnummer,1054096,2007-12-17,2008-04-02
61,2123614,11935281,telefaxnummer,1054097,2000-01-23,2008-04-02
62,2123614,11935281,elektroniskpost,1054095,2007-12-13,2008-04-02
63,2179656,17261533,navn,983817,1993-09-01,1994-03-28
64,2179656,17261533,navn,983818,1995-11-17,2014-01-07
65,2179656,17261533,navn,983819,1994-03-29,1995-11-16
66,2179656,17261533,binavn,983820,1993-09-01,1995-11-16
67,2179656,17261533,penhed,1003605481,1995-12-11,2014-01-07
68,2179656,17261533,penhed,1005877075,1993-09-01,1995-12-10
69,2179656,17261533,virksomhedsstatus,1,1993-09-01,2013-12-17
70,2179656,17261533,virksomhedsstatus,2,2013-12-18,2014-01-06
71,2179656,17261533,virksomhedsstatus,10,2014-01-07,2014-01-07
72,2179656,17261533,virksomhedsform,60,1993-09-01,2014-01-07
73,2179656,17261533,hovedbranche,295690,1993-09-01,2000-10-03
74,2179656,17261533,hovedbranche,439990,2008-01-01,2014-01-07
75,2179656,17261533,hovedbranche,452590,2000-10-04,2007-12-31
76,2179656,17261533,regnummer,82690,1993-09-01,1999-10-18
77,2179656,17261533,telefonnummer,135282,2001-05-21,2003-10-19
78,2198045,19288730,navn,479850,1996-05-13,2010-02-25
79,2198045,19288730,binavn,64911,1996-05-13,2010-03-04
80,2198045,19288730,penhed,1003754394,1996-05-13,2010-02-25
81,2198045,19288730,virksomhedsstatus,1,1996-05-13,2003-05-25
82,2198045,19288730,virksomhedsstatus,1,2003-08-18,2009-05-04
83,2198045,19288730,virksomhedsstatus,2,2003-05-26,2003-08-17
84,2198045,19288730,virksomhedsstatus,2,2009-05-05,2009-12-28
85,2198045,19288730,virksomhedsstatus,3,2009-12-29,2010-02-24
86,2198045,19288730,virksomhedsstatus,4,2010-02-25,2010-02-25
87,2198045,19288730,virksomhedsform,80,1996-05-13,2010-02-25
88,2198045,19288730,hovedbranche,439990,2008-01-01,2010-02-25
89,2198045,19288730,hovedbranche,454500,1996-05-13,2007-12-31
90,2198045,19288730,status,1,2010-01-06,2010-01-29
91,2198045,19288730,status,3,2010-01-30,2010-02-25
92,2198045,19288730,regnummer,34033,1996-05-13,1999-10-18
93,2215095,11968945,navn,2053258,1988-01-01,1988-04-28
94,2215095,11968945,navn,2053259,1988-04-29,2002-01-02
95,2215095,11968945,navn,2053260,2002-01-03,2016-09-20
96,2215095,11968945,navn,2053261,2016-09-21,2200-01-01
97,2215095,11968945,penhed,1000307651,1988-01-01,2012-01-31
98,2215095,11968945,penhed,1001663398,2004-01-01,2012-06-30
99,2215095,11968945,penhed,1013275471,2007-04-01,2012-06-30
100,2215095,11968945,penhed,1014568146,2008-07-07,2012-08-31
101,2215095,11968945,penhed,1014569452,2008-07-07,2008-07-07
102,2215095,11968945,penhed,1017990965,2012-02-01,2200-01-01
103,2215095,11968945,penhed,1018994514,2013-12-27,2200-01-01
104,2215095,11968945,penhed,1021399309,2016-05-09,2200-01-01
105,2215095,11968945,virksomhedsstatus,1,1988-01-01,2200-01-01
106,2215095,11968945,virksomhedsform,60,1988-01-01,2200-01-01
107,2215095,11968945,hovedbranche,14120,1988-01-01,2003-12-31
108,2215095,11968945,hovedbranche,439990,2008-01-01,2011-12-31
109,2215095,11968945,hovedbranche,452100,2004-01-01,2007-12-31
110,2215095,11968945,hovedbranche,813000,2012-01-01,2200-01-01
111,2215095,11968945,regnummer,163105,1994-02-09,1999-10-18
112,2215095,11968945,regnummer,163106,1988-01-01,1994-02-08
113,2215095,11968945,telefonnummer,517365,2013-10-07,2200-01-01
114,2215095,11968945,telefonnummer,1616265,2002-01-23,2002-03-21
115,2215095,11968945,telefaxnummer,1616266,2000-01-23,2002-01-22
116,2215095,11968945,telefaxnummer,1616266,2013-10-07,2200-01-01
117,2215095,11968945,elektroniskpost,1616264,2013-10-07,2200-01-01
118,2271065,19623106,navn,1529249,1996-10-01,1997-02-24
119,2271065,19623106,navn,1529250,1997-02-25,2000-02-29
120,2271065,19623106,navn,1529251,2000-03-01,2200-01-01
121,2271065,19623106,penhed,1004051945,1997-02-06,2200-01-01
122,2271065,19623106,penhed,1006090294,1996-10-01,1997-02-05
123,2271065,19623106,virksomhedsstatus,1,1996-10-01,2200-01-01
124,2271065,19623106,virksomhedsform,60,2000-03-01,2200-01-01
125,2271065,19623106,virksomhedsform,80,1996-10-01,2000-02-29
126,2271065,19623106,hovedbranche,439990,2008-01-01,2200-01-01
127,2271065,19623106,hovedbranche,452590,1996-10-01,2007-12-31
128,2271065,19623106,regnummer,126363,1996-10-01,1999-10-18
129,2271065,19623106,telefonnummer,1156693,2000-08-25,2001-05-20
130,2271065,19623106,telefonnummer,1156694,2001-11-29,2003-07-03
131,2271065,19623106,elektroniskpost,1156692,2002-03-13,2003-07-03
132,2314303,72012119,navn,1246618,1983-04-27,2200-01-01
133,2314303,72012119,binavn,1246619,1983-04-27,2200-01-01
134,2314303,72012119,penhed,1002359125,1983-04-27,2200-01-01
135,2314303,72012119,virksomhedsstatus,1,1983-04-27,2200-01-01
136,2314303,72012119,virksomhedsform,80,1983-04-27,2200-01-01
137,2314303,72012119,hovedbranche,439990,2008-01-01,2200-01-01
138,2314303,72012119,hovedbranche,452540,1983-04-27,2007-12-31
139,2314303,72012119,regnummer,105340,1983-04-27,1999-10-18
140,2314303,72012119,telefonnummer,931501,2001-05-21,2200-01-01
141,2314303,72012119,telefaxnummer,638387,2000-01-23,2001-05-20
142,2314303,72012119,elektroniskpost,931500,2013-07-23,2200-01-01
143,2378397,11755933,navn,1269853,1989-08-18,1990-06-01
144,2378397,11755933,navn,1748808,1987-12-01,1988-03-07
145,2378397,11755933,navn,1748809,1988-03-08,1989-08-17
146,2378397,11755933,navn,1748810,1990-06-02,2004-07-06
147,2378397,11755933,navn,1748811,2004-07-07,2007-12-19
148,2378397,11755933,navn,1748812,2007-12-20,2200-01-01
149,2378397,11755933,binavn,1748813,2016-02-05,2200-01-01
150,2378397,11755933,penhed,1000270250,1987-12-01,2200-01-01
151,2378397,11755933,virksomhedsstatus,1,1987-12-01,2200-01-01
152,2378397,11755933,virksomhedsform,60,1987-12-01,2004-07-06
153,2378397,11755933,virksomhedsform,80,2004-07-07,2200-01-01
154,2378397,11755933,hovedbranche,439990,2016-07-01,2200-01-01
155,2378397,11755933,hovedbranche,682040,2008-01-01,2016-06-30
156,2378397,11755933,hovedbranche,702040,1987-12-01,2007-12-31
157,2378397,11755933,regnummer,143778,1989-09-18,1999-10-18
158,2378397,11755933,regnummer,143779,1987-12-01,1989-09-17
159,2378904,79155128,navn,963366,1987-04-16,2012-03-10
160,2378904,79155128,navn,1545965,1985-09-20,1987-04-15
161,2378904,79155128,navn,1545966,2012-03-11,2013-03-11
162,2378904,79155128,navn,1545968,2013-03-12,2200-01-01
163,2378904,79155128,binavn,963366,1985-09-20,2013-03-12
164,2378904,79155128,binavn,1545969,2013-05-23,2200-01-01
165,2378904,79155128,penhed,1002573181,1985-09-20,2200-01-01
166,2378904,79155128,virksomhedsstatus,1,1985-09-20,2200-01-01
167,2378904,79155128,virksomhedsform,60,2013-03-12,2200-01-01
168,2378904,79155128,virksomhedsform,80,1985-09-20,2013-03-11
169,2378904,79155128,hovedbranche,439990,2012-08-29,2200-01-01
170,2378904,79155128,hovedbranche,731110,2008-01-01,2012-08-28
171,2378904,79155128,hovedbranche,744010,1985-09-20,2007-12-31
172,2378904,79155128,regnummer,127360,1985-09-20,1999-10-18
173,2378904,79155128,telefonnummer,918851,2000-05-15,2002-01-22
174,2378904,79155128,telefonnummer,1171614,2011-12-02,2011-12-08
175,2378904,79155128,telefaxnummer,839370,2000-05-15,2002-01-22
176,2378904,79155128,telefaxnummer,1171615,2007-02-26,2011-12-01
177,2378904,79155128,elektroniskpost,918850,2000-11-02,2002-01-22
178,2378904,79155128,elektroniskpost,1171613,2011-12-02,2011-12-08
179,2454960,14984046,navn,1049681,1996-07-12,2000-03-28
180,2454960,14984046,navn,1634121,1991-01-21,1991-08-26
181,2454960,14984046,navn,1634122,1991-08-27,1996-07-11
182,2454960,14984046,navn,1634123,2000-03-29,2200-01-01
183,2454960,14984046,penhed,1000839927,1991-01-21,2200-01-01
184,2454960,14984046,virksomhedsstatus,1,1991-01-21,2200-01-01
185,2454960,14984046,virksomhedsform,80,1991-01-21,2200-01-01
186,2454960,14984046,hovedbranche,439990,2008-01-01,2200-01-01
187,2454960,14984046,hovedbranche,452510,1991-01-21,2000-06-21
188,2454960,14984046,hovedbranche,455000,2000-06-22,2007-12-31
189,2454960,14984046,regnummer,134931,1991-01-21,1999-10-18
190,2454960,14984046,telefonnummer,780749,2000-05-17,2013-01-07
191,2454960,14984046,telefaxnummer,780750,2000-05-17,2000-08-24
192,2454960,14984046,elektroniskpost,1211091,2011-01-15,2200-01-01
193,2506764,20982799,navn,1305409,1998-04-15,2000-02-16
194,2506764,20982799,navn,1305410,2000-02-17,2200-01-01
195,2506764,20982799,binavn,1305411,2016-03-11,2200-01-01
196,2506764,20982799,binavn,1305412,2016-03-11,2200-01-01
197,2506764,20982799,penhed,1004673411,1998-04-15,2000-07-14
198,2506764,20982799,penhed,1007789951,2000-07-15,2200-01-01
199,2506764,20982799,virksomhedsstatus,1,1998-04-15,2013-05-05
200,2506764,20982799,virksomhedsstatus,1,2013-06-06,2200-01-01
201,2506764,20982799,virksomhedsstatus,2,2013-05-06,2013-06-05
202,2506764,20982799,virksomhedsform,80,1998-04-15,2200-01-01
203,2506764,20982799,hovedbranche,439990,2009-01-01,2200-01-01
204,2506764,20982799,hovedbranche,980000,1998-04-15,2007-12-31
205,2506764,20982799,hovedbranche,999999,2008-01-01,2008-12-31
206,2506764,20982799,regnummer,110837,1998-04-15,1999-10-18
207,2544496,25349369,navn,1282185,2000-05-01,2001-10-22
208,2544496,25349369,navn,1282186,2001-10-23,2008-10-27
209,2544496,25349369,navn,1282187,2008-10-28,2200-01-01
210,2544496,25349369,binavn,1282185,2000-05-01,2200-01-01
211,2544496,25349369,binavn,1282186,2000-05-01,2001-10-23
212,2544496,25349369,binavn,1282186,2000-05-01,2200-01-01
213,2544496,25349369,penhed,1007597297,2000-05-01,2200-01-01
214,2544496,25349369,virksomhedsstatus,1,2000-05-01,2200-01-01
215,2544496,25349369,virksomhedsform,80,2000-05-01,2200-01-01
216,2544496,25349369,hovedbranche,439990,2014-11-08,2200-01-01
217,2544496,25349369,hovedbranche,452100,2000-05-01,2003-06-30
218,2544496,25349369,hovedbranche,682030,2008-01-01,2008-12-31
219,2544496,25349369,hovedbranche,682040,2009-01-01,2014-11-07
220,2544496,25349369,hovedbranche,702030,2003-07-01,2007-12-31
221,2544496,25349369,elektroniskpost,956479,2009-01-01,2200-01-01
222,2587745,25191153,navn,2084750,2000-02-10,2000-04-13
223,2587745,25191153,navn,2084751,2000-04-14,2200-01-01
224,2587745,25191153,penhed,1007355757,2000-02-10,2200-01-01
225,2587745,25191153,penhed,1020519521,2015-06-01,2200-01-01
226,2587745,25191153,virksomhedsstatus,1,2000-02-10,2200-01-01
227,2587745,25191153,virksomhedsform,60,2000-04-14,2200-01-01
228,2587745,25191153,virksomhedsform,80,2000-02-10,2000-04-13
229,2587745,25191153,hovedbranche,292100,2000-03-06,2007-12-31
230,2587745,25191153,hovedbranche,402000,2000-02-24,2000-03-05
231,2587745,25191153,hovedbranche,422100,2014-01-01,2015-03-10
232,2587745,25191153,hovedbranche,429000,2008-01-01,2013-12-31
233,2587745,25191153,hovedbranche,439990,2015-03-11,2200-01-01
234,2587745,25191153,hovedbranche,980000,2000-02-10,2000-02-23
235,2587745,25191153,telefonnummer,1645110,2000-09-20,2200-01-01
236,2587745,25191153,telefaxnummer,1645111,2000-09-20,2200-01-01
237,2592812,25448472,navn,1204416,2000-06-14,2013-02-19
238,2592812,25448472,penhed,1007714455,2000-06-14,2013-02-19
239,2592812,25448472,virksomhedsstatus,1,2000-06-14,2002-11-24
240,2592812,25448472,virksomhedsstatus,1,2002-12-16,2011-11-06
241,2592812,25448472,virksomhedsstatus,2,2002-11-25,2002-12-15
242,2592812,25448472,virksomhedsstatus,2,2011-11-07,2012-01-17
243,2592812,25448472,virksomhedsstatus,3,2012-01-18,2013-02-18
244,2592812,25448472,virksomhedsstatus,4,2013-02-19,2013-02-19
245,2592812,25448472,virksomhedsform,80,2000-06-14,2013-02-19
246,2592812,25448472,hovedbranche,439990,2009-01-01,2013-02-19
247,2592812,25448472,hovedbranche,980000,2000-06-14,2007-12-31
248,2592812,25448472,hovedbranche,999999,2008-01-01,2008-12-31
249,2592812,25448472,bibranche1,477890,2010-09-01,2013-02-19
250,2592812,25448472,status,1,2012-01-24,2013-01-07
251,2592812,25448472,status,3,2013-01-08,2013-02-19
252,2592812,25448472,telefonnummer,897186,2010-09-01,2013-02-19
253,2621186,25925750,navn,1031492,2001-03-04,2011-10-24
254,2621186,25925750,navn,1031493,2011-10-25,2200-01-01
255,2621186,25925750,binavn,1031494,2001-03-04,2200-01-01
256,2621186,25925750,penhed,1008275382,2001-03-04,2200-01-01
257,2621186,25925750,virksomhedsstatus,1,2001-03-04,2016-04-19
258,2621186,25925750,virksomhedsstatus,2,2016-04-20,2016-06-14
259,2621186,25925750,virksomhedsstatus,3,2016-06-15,2200-01-01
260,2621186,25925750,virksomhedsform,60,2001-03-04,2200-01-01
261,2621186,25925750,hovedbranche,439990,2011-10-27,2200-01-01
262,2621186,25925750,hovedbranche,642020,2009-01-01,2011-10-26
263,2621186,25925750,hovedbranche,980000,2001-03-04,2007-12-31
264,2621186,25925750,hovedbranche,999999,2008-01-01,2008-12-31
265,2621186,25925750,status,1,2016-06-15,2017-03-29
266,2621186,25925750,status,3,2017-03-30,2200-01-01
267,2640301,21746630,navn,485243,1998-12-28,2200-01-01
268,2640301,21746630,penhed,1002184079,1999-10-01,2200-01-01
269,2640301,21746630,penhed,1006307689,1998-12-28,1999-09-30
270,2640301,21746630,virksomhedsstatus,1,1998-12-28,2200-01-01
271,2640301,21746630,virksomhedsform,60,1998-12-28,2200-01-01
272,2640301,21746630,hovedbranche,439990,2008-01-01,2200-01-01
273,2640301,21746630,hovedbranche,452540,1998-12-28,2007-12-31
274,2640301,21746630,regnummer,169683,1998-12-28,1999-10-18
275,2640301,21746630,telefonnummer,1725007,2002-06-21,2004-06-07
276,2640301,21746630,telefonnummer,1725007,2013-09-06,2200-01-01
277,2640301,21746630,telefaxnummer,1725008,2003-10-20,2004-06-07
278,2640301,21746630,elektroniskpost,1725006,2013-09-06,2200-01-01
279,2652775,24213498,navn,1787135,1999-10-01,2000-01-02
280,2652775,24213498,navn,1787136,2000-01-03,2007-07-31
281,2652775,24213498,navn,1787137,2007-08-01,2200-01-01
282,2652775,24213498,binavn,1787136,1999-10-01,2200-01-01
283,2652775,24213498,binavn,1787138,1999-10-01,2200-01-01
284,2652775,24213498,penhed,1006413703,1999-10-01,2200-01-01
285,2652775,24213498,penhed,1018192019,2013-01-14,2014-11-03
286,2652775,24213498,virksomhedsstatus,1,1999-10-01,2014-11-02
287,2652775,24213498,virksomhedsstatus,3,2014-11-03,2200-01-01
288,2652775,24213498,virksomhedsform,60,1999-10-01,2200-01-01
289,2652775,24213498,hovedbranche,14120,2000-03-13,2007-12-31
290,2652775,24213498,hovedbranche,439990,2009-09-30,2012-12-31
291,2652775,24213498,hovedbranche,813000,2008-01-01,2009-09-29
292,2652775,24213498,hovedbranche,813000,2013-01-01,2200-01-01
293,2652775,24213498,hovedbranche,980000,1999-10-01,2000-03-12
294,2652775,24213498,status,1,2014-11-05,2016-07-07
295,2652775,24213498,status,5,2016-07-08,2016-11-02
296,2652775,24213498,status,5,2016-11-03,2200-01-01
297,2652775,24213498,regnummer,147115,1999-10-01,1999-10-18
298,2652775,24213498,telefonnummer,1203730,2009-09-30,2200-01-01
299,2652775,24213498,telefaxnummer,783020,2000-05-17,2200-01-01
300,2652775,24213498,elektroniskpost,1370693,2014-01-01,2014-01-01
301,2652775,24213498,elektroniskpost,1370694,2014-01-02,2200-01-01
302,2669870,21243787,navn,1800511,1998-11-23,2200-01-01
303,2669870,21243787,binavn,1800512,1998-11-23,2200-01-01
304,2669870,21243787,penhed,1004792241,1998-11-23,2200-01-01
305,2669870,21243787,virksomhedsstatus,1,1998-11-23,2200-01-01
306,2669870,21243787,virksomhedsform,80,1998-11-23,2200-01-01
307,2669870,21243787,hovedbranche,439990,2008-01-01,2200-01-01
308,2669870,21243787,hovedbranche,452590,2003-01-01,2007-12-31
309,2669870,21243787,hovedbranche,454200,1999-10-18,2002-12-31
310,2669870,21243787,hovedbranche,454310,1998-11-23,1999-10-17
311,2669870,21243787,regnummer,148555,1998-11-23,1999-10-18
312,2669870,21243787,telefonnummer,690421,2000-04-18,2002-10-06
313,2669870,21243787,telefonnummer,690421,2004-01-23,2200-01-01
314,2669870,21243787,telefaxnummer,690424,2001-05-21,2002-10-06
315,2669870,21243787,telefaxnummer,690424,2004-06-08,2200-01-01
316,2669870,21243787,elektroniskpost,690420,2000-01-23,2002-10-06
317,2669870,21243787,elektroniskpost,690420,2004-02-24,2200-01-01
318,2673348,26094992,navn,1880763,2001-05-01,2016-04-11
319,2673348,26094992,binavn,1880764,2001-05-01,2014-12-21
320,2673348,26094992,binavn,1880765,2001-05-01,2016-04-11
321,2673348,26094992,binavn,1880766,2001-05-01,2016-04-11
