index,enhedsnummer,cvrnummer,eventtype,attribute,gyldigfra,gyldigtil
640,3338098,27658997,status,3,2009-06-26,2009-08-17
641,3338098,27658997,status,19,2008-11-05,2009-06-25
642,3342013,28322232,navn,1791669,2005-01-07,2015-04-13
643,3342013,28322232,navn,1791670,2015-04-14,2016-08-31
644,3342013,28322232,navn,1791671,2016-09-01,2200-01-01
645,3342013,28322232,penhed,1011057485,2005-01-07,2200-01-01
646,3342013,28322232,virksomhedsstatus,1,2005-01-07,2200-01-01
647,3342013,28322232,virksomhedsform,80,2005-01-07,2200-01-01
648,3342013,28322232,hovedbranche,439990,2008-01-01,2009-12-31
649,3342013,28322232,hovedbranche,455000,2006-01-01,2007-12-31
650,3342013,28322232,hovedbranche,642020,2010-01-01,2200-01-01
651,3342013,28322232,hovedbranche,980000,2005-01-07,2005-12-31
652,3342013,28322232,telefonnummer,950790,2016-02-16,2200-01-01
653,3342013,28322232,elektroniskpost,990146,2016-02-16,2200-01-01
654,3351785,21596795,navn,2159723,1999-03-29,2200-01-01
655,3351785,21596795,penhed,1005051330,1999-04-01,2200-01-01
656,3351785,21596795,penhed,1006297621,1999-03-29,1999-03-31
657,3351785,21596795,virksomhedsstatus,1,1999-03-29,2013-05-02
658,3351785,21596795,virksomhedsstatus,3,2013-08-14,2200-01-01
659,3351785,21596795,virksomhedsstatus,2566,2013-05-03,2013-08-13
660,3351785,21596795,virksomhedsform,80,1999-03-29,2200-01-01
661,3351785,21596795,hovedbranche,439990,2012-05-02,2200-01-01
662,3351785,21596795,hovedbranche,494100,2008-01-01,2012-05-01
663,3351785,21596795,hovedbranche,602410,1999-03-29,2007-12-31
664,3351785,21596795,status,1,2013-08-16,2014-02-03
665,3351785,21596795,status,3,2017-03-10,2200-01-01
666,3351785,21596795,status,19,2014-02-04,2017-01-06
667,3351785,21596795,status,19,2017-01-07,2017-03-09
668,3351785,21596795,regnummer,168826,1999-03-29,1999-10-18
669,3351785,21596795,telefonnummer,544215,2000-01-23,2004-02-23
670,3351785,21596795,telefonnummer,1712477,2011-05-09,2200-01-01
671,3387506,27066801,navn,1490240,2003-03-13,2200-01-01
672,3387506,27066801,penhed,1009762279,2003-03-13,2200-01-01
673,3387506,27066801,virksomhedsstatus,1,2003-03-13,2200-01-01
674,3387506,27066801,virksomhedsform,80,2003-03-13,2200-01-01
675,3387506,27066801,hovedbranche,439990,2008-01-01,2200-01-01
676,3387506,27066801,hovedbranche,455000,2003-03-13,2007-12-31
677,3387506,27066801,bibranche1,451100,2003-03-13,2007-12-30
678,3387506,27066801,telefonnummer,1124911,2007-05-31,2200-01-01
679,3387506,27066801,elektroniskpost,1124910,2007-05-31,2200-01-01
680,3401632,28309732,navn,1917370,2004-12-21,2200-01-01
681,3401632,28309732,penhed,1011026199,2004-12-21,2200-01-01
682,3401632,28309732,virksomhedsstatus,1,2004-12-21,2200-01-01
683,3401632,28309732,virksomhedsform,80,2004-12-21,2200-01-01
684,3401632,28309732,hovedbranche,439990,2009-12-01,2200-01-01
685,3401632,28309732,hovedbranche,642020,2008-01-01,2009-11-30
686,3401632,28309732,hovedbranche,741500,2005-01-01,2007-12-31
687,3401632,28309732,hovedbranche,980000,2004-12-21,2004-12-31
688,3401632,28309732,bibranche1,682040,2013-01-01,2200-01-01
689,3401632,28309732,telefonnummer,1495757,2009-12-01,2200-01-01
690,3401632,28309732,elektroniskpost,1495756,2009-12-01,2200-01-01
691,3411827,28699379,navn,1626305,2013-01-16,2014-08-14
692,3411827,28699379,navn,1626306,2005-04-27,2013-01-15
693,3411827,28699379,penhed,1011312426,2005-04-27,2014-08-14
694,3411827,28699379,virksomhedsstatus,1,2005-04-27,2014-05-05
695,3411827,28699379,virksomhedsstatus,2,2014-05-06,2014-08-13
696,3411827,28699379,virksomhedsstatus,10,2014-08-14,2014-08-14
697,3411827,28699379,virksomhedsform,80,2005-04-27,2014-08-14
698,3411827,28699379,hovedbranche,439990,2013-01-01,2014-08-14
699,3411827,28699379,hovedbranche,980000,2005-04-27,2007-12-31
700,3411827,28699379,hovedbranche,999999,2008-01-01,2012-12-31
701,3447923,28683499,navn,1987311,2005-04-08,2007-03-01
702,3447923,28683499,navn,1987312,2007-03-02,2200-01-01
703,3447923,28683499,binavn,1987313,2005-04-08,2200-01-01
704,3447923,28683499,penhed,1008312776,2005-04-08,2200-01-01
705,3447923,28683499,virksomhedsstatus,1,2005-04-08,2200-01-01
706,3447923,28683499,virksomhedsform,80,2005-04-08,2200-01-01
707,3447923,28683499,hovedbranche,439990,2008-01-01,2014-02-16
708,3447923,28683499,hovedbranche,454500,2005-04-08,2007-12-31
709,3447923,28683499,hovedbranche,649900,2014-02-17,2200-01-01
710,3447923,28683499,bibranche1,433200,2008-01-01,2015-12-31
711,3464570,28889976,navn,1449025,2008-10-01,2009-12-10
712,3464570,28889976,navn,1449026,2005-07-01,2008-09-30
713,3464570,28889976,penhed,1011549299,2005-07-01,2009-12-10
714,3464570,28889976,virksomhedsstatus,1,2005-07-01,2009-02-04
715,3464570,28889976,virksomhedsstatus,2,2009-02-05,2009-03-22
716,3464570,28889976,virksomhedsstatus,3,2009-03-23,2009-12-09
717,3464570,28889976,virksomhedsstatus,4,2009-12-10,2009-12-10
718,3464570,28889976,virksomhedsform,80,2005-07-01,2009-12-10
719,3464570,28889976,hovedbranche,439990,2008-11-01,2009-12-10
720,3464570,28889976,hovedbranche,642020,2008-01-01,2008-10-31
721,3464570,28889976,hovedbranche,741500,2005-07-01,2007-12-31
722,3464570,28889976,status,1,2009-04-01,2009-07-13
723,3464570,28889976,status,3,2009-11-07,2009-12-10
724,3464570,28889976,status,19,2009-07-14,2009-11-06
725,3464570,28889976,telefonnummer,1036300,2008-11-01,2009-12-10
726,3464570,28889976,telefaxnummer,515414,2008-11-01,2009-12-10
727,3464570,28889976,elektroniskpost,515412,2008-11-01,2009-12-10
728,3466284,26597234,navn,2214725,2002-04-30,2005-10-06
729,3466284,26597234,navn,2214726,2005-10-07,2200-01-01
730,3466284,26597234,penhed,1009094810,2002-04-30,2200-01-01
731,3466284,26597234,virksomhedsstatus,1,2002-04-30,2200-01-01
732,3466284,26597234,virksomhedsform,80,2002-04-30,2200-01-01
733,3466284,26597234,hovedbranche,439990,2008-01-01,2200-01-01
734,3466284,26597234,hovedbranche,452590,2002-04-30,2007-12-31
735,3472254,16610437,navn,1224845,1992-11-20,2005-06-20
736,3472254,16610437,navn,1611464,2005-06-21,2200-01-01
737,3472254,16610437,binavn,1611465,1992-11-20,2200-01-01
738,3472254,16610437,penhed,1004771167,1998-11-09,2200-01-01
739,3472254,16610437,penhed,1005824243,1992-11-20,1998-11-08
740,3472254,16610437,virksomhedsstatus,1,1992-11-20,2004-02-29
741,3472254,16610437,virksomhedsstatus,1,2004-03-12,2016-01-19
742,3472254,16610437,virksomhedsstatus,2,2004-03-01,2004-03-11
743,3472254,16610437,virksomhedsstatus,2,2016-01-20,2200-01-01
744,3472254,16610437,virksomhedsform,80,1992-11-20,2200-01-01
745,3472254,16610437,hovedbranche,439990,2008-01-01,2200-01-01
746,3472254,16610437,hovedbranche,452590,1992-11-20,2007-12-31
747,3472254,16610437,regnummer,133189,1992-11-20,1999-10-18
748,3486734,81199310,navn,1320741,1979-06-01,2200-01-01
749,3486734,81199310,binavn,966288,1979-06-01,2009-08-18
750,3486734,81199310,penhed,1003202987,1992-01-01,2200-01-01
751,3486734,81199310,penhed,1006866947,1979-06-01,1991-12-31
752,3486734,81199310,virksomhedsstatus,1,1979-06-01,2200-01-01
753,3486734,81199310,virksomhedsform,60,1979-06-01,2200-01-01
754,3486734,81199310,hovedbranche,439990,2008-01-01,2200-01-01
755,3486734,81199310,hovedbranche,452100,1979-06-01,2007-12-31
756,3486734,81199310,bibranche1,466900,2008-01-02,2200-01-01
757,3486734,81199310,bibranche1,743090,1979-06-01,1996-12-31
758,3486734,81199310,bibranche1,743090,1997-01-01,2007-12-30
759,3486734,81199310,regnummer,112194,1979-06-01,1999-10-18
760,3486734,81199310,telefonnummer,983727,2000-01-23,2200-01-01
761,3486734,81199310,telefaxnummer,983728,2000-01-23,2004-01-12
762,3486734,81199310,telefaxnummer,983728,2004-12-10,2200-01-01
763,3486734,81199310,elektroniskpost,983726,2000-01-23,2200-01-01
764,3488144,28966865,navn,1104514,2005-08-11,2011-04-07
765,3488144,28966865,penhed,1011615550,2005-08-11,2011-04-07
766,3488144,28966865,virksomhedsstatus,1,2005-08-11,2009-08-18
767,3488144,28966865,virksomhedsstatus,2,2009-08-19,2010-05-02
768,3488144,28966865,virksomhedsstatus,3,2010-05-03,2011-04-06
769,3488144,28966865,virksomhedsstatus,4,2011-04-07,2011-04-07
770,3488144,28966865,virksomhedsform,80,2005-08-11,2011-04-07
771,3488144,28966865,hovedbranche,439990,2008-01-01,2011-04-07
772,3488144,28966865,hovedbranche,454500,2007-01-02,2007-12-31
773,3488144,28966865,hovedbranche,980000,2005-08-11,2007-01-01
774,3488144,28966865,status,1,2010-05-06,2011-03-09
775,3488144,28966865,status,3,2011-03-10,2011-04-07
776,3492172,28110030,navn,873224,2010-01-15,2011-01-04
777,3492172,28110030,navn,873225,2004-09-10,2010-01-13
778,3492172,28110030,navn,873226,2010-01-14,2010-01-14
779,3492172,28110030,penhed,1010770366,2004-09-10,2011-01-04
780,3492172,28110030,virksomhedsstatus,1,2004-09-10,2010-01-31
781,3492172,28110030,virksomhedsstatus,2,2010-02-01,2010-03-03
782,3492172,28110030,virksomhedsstatus,3,2010-03-04,2011-01-03
783,3492172,28110030,virksomhedsstatus,4,2011-01-04,2011-01-04
784,3492172,28110030,virksomhedsform,80,2004-09-10,2011-01-04
785,3492172,28110030,hovedbranche,439990,2008-01-01,2011-01-04
786,3492172,28110030,hovedbranche,455000,2004-09-10,2007-12-31
787,3492172,28110030,status,1,2010-03-09,2011-01-04
788,3562587,28858663,navn,2239787,2005-06-28,2200-01-01
789,3562587,28858663,penhed,1011511836,2005-06-28,2200-01-01
790,3562587,28858663,virksomhedsstatus,1,2005-06-28,2200-01-01
791,3562587,28858663,virksomhedsform,80,2005-06-28,2200-01-01
792,3562587,28858663,hovedbranche,439990,2008-01-01,2200-01-01
793,3562587,28858663,hovedbranche,452590,2005-10-01,2007-12-31
794,3562587,28858663,hovedbranche,980000,2005-06-28,2005-09-30
795,3562587,28858663,telefonnummer,25555,2005-12-01,2200-01-01
796,3623741,28705034,navn,1630809,2007-07-16,2010-11-23
797,3623741,28705034,navn,1630810,2005-04-01,2005-06-06
798,3623741,28705034,navn,1630811,2005-06-07,2007-07-15
799,3623741,28705034,penhed,1011328292,2005-04-01,2010-11-23
800,3623741,28705034,penhed,1013744757,2006-01-01,2010-11-23
801,3623741,28705034,virksomhedsstatus,1,2005-04-01,2009-02-18
802,3623741,28705034,virksomhedsstatus,3,2009-02-19,2010-11-22
803,3623741,28705034,virksomhedsstatus,4,2010-11-23,2010-11-23
804,3623741,28705034,virksomhedsform,80,2005-04-01,2010-11-23
805,3623741,28705034,hovedbranche,439990,2008-01-01,2010-11-23
806,3623741,28705034,hovedbranche,455000,2005-06-01,2007-12-31
807,3623741,28705034,hovedbranche,980000,2005-04-01,2005-05-31
808,3623741,28705034,bibranche1,431100,2008-01-02,2010-11-23
809,3623741,28705034,bibranche1,452100,2006-01-01,2007-12-30
810,3623741,28705034,status,1,2009-02-25,2010-11-01
811,3623741,28705034,status,3,2010-11-02,2010-11-23
812,3623741,28705034,telefonnummer,501321,2005-06-22,2010-11-23
813,3623741,28705034,telefaxnummer,1003799,2005-06-22,2010-11-23
814,3626350,28860277,navn,858357,2005-06-29,2012-05-24
815,3626350,28860277,penhed,1011514657,2005-06-29,2012-05-24
816,3626350,28860277,virksomhedsstatus,1,2005-06-29,2007-09-04
817,3626350,28860277,virksomhedsstatus,3,2007-09-05,2012-05-23
818,3626350,28860277,virksomhedsstatus,4,2012-05-24,2012-05-24
819,3626350,28860277,virksomhedsform,80,2005-06-29,2012-05-24
820,3626350,28860277,hovedbranche,439990,2008-01-01,2012-05-24
821,3626350,28860277,hovedbranche,455000,2005-06-29,2007-12-31
822,3626350,28860277,status,1,2007-09-21,2012-03-02
823,3626350,28860277,status,3,2012-05-08,2012-05-24
824,3626350,28860277,status,5,2012-03-03,2012-05-07
825,3632034,27633676,navn,1162426,2010-06-10,2013-10-06
826,3632034,27633676,navn,2119994,2007-11-15,2009-01-28
827,3632034,27633676,navn,2257668,2004-03-04,2007-11-14
828,3632034,27633676,navn,2257669,2009-01-29,2010-06-09
829,3632034,27633676,navn,2257670,2013-10-07,2200-01-01
830,3632034,27633676,penhed,1010441125,2004-03-04,2200-01-01
831,3632034,27633676,virksomhedsstatus,1,2004-03-04,2200-01-01
832,3632034,27633676,virksomhedsform,60,2007-11-15,2010-06-09
833,3632034,27633676,virksomhedsform,80,2004-03-04,2007-11-14
834,3632034,27633676,virksomhedsform,80,2010-06-10,2200-01-01
835,3632034,27633676,hovedbranche,439990,2013-10-07,2200-01-01
836,3632034,27633676,hovedbranche,475220,2008-01-01,2013-10-06
837,3632034,27633676,hovedbranche,524620,2004-03-11,2007-12-31
838,3632034,27633676,hovedbranche,980000,2004-03-04,2004-03-10
839,3632034,27633676,telefonnummer,1768180,2004-06-30,2017-03-06
840,3632034,27633676,telefonnummer,1782576,2017-03-07,2200-01-01
841,3632034,27633676,telefaxnummer,1782577,2004-06-30,2200-01-01
842,3632034,27633676,elektroniskpost,1782572,2004-06-30,2011-03-27
843,3652530,29408297,navn,611626,2008-11-01,2012-01-19
844,3652530,29408297,navn,611627,2006-03-09,2008-10-31
845,3652530,29408297,penhed,1012102387,2006-03-09,2012-01-19
846,3652530,29408297,virksomhedsstatus,1,2006-03-09,2010-05-16
847,3652530,29408297,virksomhedsstatus,2,2010-05-17,2011-10-11
848,3652530,29408297,virksomhedsstatus,3,2011-10-12,2012-01-18
849,3652530,29408297,virksomhedsstatus,4,2012-01-19,2012-01-19
850,3652530,29408297,virksomhedsform,80,2006-03-09,2012-01-19
851,3652530,29408297,hovedbranche,439990,2009-01-01,2012-01-19
852,3652530,29408297,hovedbranche,980000,2006-03-09,2007-12-31
853,3652530,29408297,hovedbranche,999999,2008-01-01,2008-12-31
854,3652530,29408297,status,1,2011-10-19,2011-12-15
855,3652530,29408297,status,3,2011-12-16,2012-01-19
856,3652530,29408297,telefonnummer,462637,2009-01-01,2012-01-19
857,3652530,29408297,telefaxnummer,462638,2009-01-01,2012-01-19
858,3652530,29408297,elektroniskpost,462634,2009-08-10,2012-01-19
859,3657894,29412308,navn,1804559,2006-03-13,2011-02-23
860,3657894,29412308,penhed,1012112072,2006-03-13,2011-02-23
861,3657894,29412308,virksomhedsstatus,1,2006-03-13,2010-08-11
862,3657894,29412308,virksomhedsstatus,2,2010-08-12,2010-09-29
863,3657894,29412308,virksomhedsstatus,3,2010-09-30,2011-02-22
864,3657894,29412308,virksomhedsstatus,4,2011-02-23,2011-02-23
865,3657894,29412308,virksomhedsform,80,2006-03-13,2011-02-23
866,3657894,29412308,hovedbranche,429000,2009-11-02,2011-02-23
867,3657894,29412308,hovedbranche,439990,2008-01-01,2009-11-01
868,3657894,29412308,hovedbranche,452520,2006-03-13,2007-12-31
869,3657894,29412308,status,1,2010-10-06,2011-01-20
870,3657894,29412308,status,3,2011-01-21,2011-02-23
871,3691793,29312125,navn,1636944,2005-12-31,2200-01-01
872,3691793,29312125,penhed,1011992419,2005-12-31,2200-01-01
873,3691793,29312125,virksomhedsstatus,1,2005-12-31,2200-01-01
874,3691793,29312125,virksomhedsform,80,2005-12-31,2200-01-01
875,3691793,29312125,hovedbranche,439990,2008-01-01,2200-01-01
876,3691793,29312125,hovedbranche,455000,2006-01-01,2007-12-31
877,3691793,29312125,hovedbranche,980000,2005-12-31,2005-12-31
878,3717913,29513139,navn,2034567,2008-08-15,2011-03-01
879,3717913,29513139,navn,2034568,2006-04-06,2008-08-14
880,3717913,29513139,binavn,2034569,2006-04-06,2011-03-21
881,3717913,29513139,penhed,1012201369,2006-04-06,2011-03-01
882,3717913,29513139,virksomhedsstatus,1,2006-04-06,2011-01-31
883,3717913,29513139,virksomhedsstatus,2,2011-02-01,2011-02-28
884,3717913,29513139,virksomhedsstatus,10,2011-03-01,2011-03-01
885,3717913,29513139,virksomhedsform,80,2006-04-06,2011-03-01
886,3717913,29513139,hovedbranche,439990,2008-07-01,2011-03-01
887,3717913,29513139,hovedbranche,980000,2006-04-06,2007-12-31
888,3717913,29513139,hovedbranche,999999,2008-01-01,2008-06-30
889,3740987,29219605,navn,2324117,2006-01-02,2006-08-18
890,3740987,29219605,navn,2324118,2006-08-19,2015-08-27
891,3740987,29219605,navn,2324119,2015-08-28,2200-01-01
892,3740987,29219605,penhed,1011929784,2006-01-02,2200-01-01
893,3740987,29219605,virksomhedsstatus,1,2006-01-02,2200-01-01
894,3740987,29219605,virksomhedsform,80,2006-01-02,2200-01-01
895,3740987,29219605,hovedbranche,439990,2015-04-01,2200-01-01
896,3740987,29219605,hovedbranche,642020,2013-01-01,2015-03-31
897,3740987,29219605,hovedbranche,980000,2006-01-02,2007-12-31
898,3740987,29219605,hovedbranche,999999,2008-01-01,2012-12-31
899,3807036,29615217,navn,1150699,2006-06-08,2006-06-08
900,3807036,29615217,navn,1150700,2006-06-09,2200-01-01
901,3807036,29615217,binavn,1150701,2006-06-08,2016-01-11
902,3807036,29615217,binavn,1150702,2006-06-08,2200-01-01
903,3807036,29615217,penhed,1012325017,2006-06-08,2200-01-01
904,3807036,29615217,virksomhedsstatus,1,2006-06-08,2200-01-01
905,3807036,29615217,virksomhedsform,80,2006-06-08,2200-01-01
906,3807036,29615217,hovedbranche,439990,2008-01-01,2200-01-01
907,3807036,29615217,hovedbranche,452590,2006-06-08,2007-12-31
908,3807036,29615217,bibranche1,11900,2010-12-01,2200-01-01
909,3820131,29604754,navn,1341653,2006-05-19,2007-08-14
910,3820131,29604754,navn,1341654,2007-08-15,2200-01-01
911,3820131,29604754,binavn,34271,2006-05-19,2200-01-01
912,3820131,29604754,binavn,1341655,2006-05-19,2200-01-01
913,3820131,29604754,binavn,1341656,2006-05-19,2200-01-01
914,3820131,29604754,binavn,1341657,2006-05-19,2200-01-01
915,3820131,29604754,binavn,1341658,2006-05-19,2200-01-01
916,3820131,29604754,penhed,1012300774,2006-05-19,2200-01-01
917,3820131,29604754,virksomhedsstatus,1,2006-05-19,2200-01-01
918,3820131,29604754,virksomhedsform,80,2006-05-19,2200-01-01
919,3820131,29604754,hovedbranche,439990,2008-01-01,2200-01-01
920,3820131,29604754,hovedbranche,454500,2007-07-01,2007-12-31
921,3820131,29604754,hovedbranche,980000,2006-05-19,2007-06-30
922,3920810,29778604,navn,1253826,2006-08-23,2011-04-17
923,3920810,29778604,navn,1253827,2011-04-18,2200-01-01
924,3920810,29778604,penhed,1012528422,2006-08-23,2200-01-01
925,3920810,29778604,virksomhedsstatus,1,2006-08-23,2200-01-01
926,3920810,29778604,virksomhedsform,80,2006-08-23,2200-01-01
927,3920810,29778604,hovedbranche,439990,2011-01-01,2200-01-01
928,3920810,29778604,hovedbranche,980000,2006-08-23,2007-12-31
929,3920810,29778604,hovedbranche,999999,2008-01-01,2010-12-31
930,3920810,29778604,telefonnummer,937302,2017-01-30,2200-01-01
931,3920810,29778604,elektroniskpost,937301,2017-01-30,2200-01-01
932,3932568,29848289,navn,1367472,2006-09-05,2014-01-20
933,3932568,29848289,navn,1367473,2014-01-21,2200-01-01
934,3932568,29848289,penhed,1012564739,2006-09-05,2200-01-01
935,3932568,29848289,virksomhedsstatus,1,2006-09-05,2200-01-01
936,3932568,29848289,virksomhedsform,80,2006-09-05,2200-01-01
937,3932568,29848289,hovedbranche,439990,2012-03-15,2200-01-01
938,3932568,29848289,hovedbranche,980000,2006-09-05,2007-12-31
939,3932568,29848289,hovedbranche,999999,2008-01-01,2012-03-14
940,3937120,29853436,navn,1593330,2006-09-14,2200-01-01
941,3937120,29853436,penhed,1012585647,2006-09-14,2200-01-01
942,3937120,29853436,virksomhedsstatus,1,2006-09-14,2015-10-15
943,3937120,29853436,virksomhedsstatus,1,2016-02-02,2200-01-01
944,3937120,29853436,virksomhedsstatus,2,2015-10-16,2016-02-01
945,3937120,29853436,virksomhedsform,80,2006-09-14,2200-01-01
946,3937120,29853436,hovedbranche,439990,2009-01-01,2200-01-01
947,3937120,29853436,hovedbranche,980000,2006-09-14,2007-12-31
948,3937120,29853436,hovedbranche,999999,2008-01-01,2008-12-31
949,3937120,29853436,telefonnummer,1211487,2009-01-01,2200-01-01
950,3985530,29184488,navn,1173033,2009-05-07,2014-05-22
951,3985530,29184488,navn,1173034,2005-11-21,2006-04-23
952,3985530,29184488,navn,1173035,2006-04-24,2009-05-06
953,3985530,29184488,penhed,1011849047,2005-11-21,2014-05-22
954,3985530,29184488,virksomhedsstatus,1,2005-11-21,2012-09-05
955,3985530,29184488,virksomhedsstatus,2,2012-09-06,2012-11-27
956,3985530,29184488,virksomhedsstatus,3,2012-11-28,2014-05-21
957,3985530,29184488,virksomhedsstatus,4,2014-05-22,2014-05-22
958,3985530,29184488,virksomhedsform,60,2005-11-21,2014-05-22
959,3985530,29184488,hovedbranche,439990,2009-01-01,2014-05-22
960,3985530,29184488,hovedbranche,642020,2008-01-01,2008-12-31
961,3985530,29184488,hovedbranche,741500,2006-04-25,2007-12-31
962,3985530,29184488,hovedbranche,980000,2005-11-21,2006-04-24